artifact,type,name,version,purl
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/stream/_token.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/textfont/__init__.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/textfont/_color.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/textfont/_colorsrc.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/textfont/_family.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/textfont/_familysrc.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/textfont/_size.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/textfont/_sizesrc.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/totals/__init__.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/totals/_marker.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/totals/marker/__init__.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/totals/marker/_color.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/totals/marker/_line.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/totals/marker/line/__init__.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/totals/marker/line/_color.py,,
image,file,/usr/lib/python3/dist-packages/plotly/validators/waterfall/totals/marker/line/_width.py,,
image,file,/usr/lib/python3/dist-packages/plotly/version.py,,
image,file,/usr/lib/python3/dist-packages/plotly/widgets.py,,
image,file,/usr/lib/python3/dist-packages/pygments-2.18.0.dist-info/INSTALLER,,
image,file,/usr/lib/python3/dist-packages/pygments-2.18.0.dist-info/METADATA,,
image,file,/usr/lib/python3/dist-packages/pygments-2.18.0.dist-info/WHEEL,,
image,file,/usr/lib/python3/dist-packages/pygments-2.18.0.dist-info/entry_points.txt,,
image,file,/usr/lib/python3/dist-packages/pygments/__init__.py,,
image,file,/usr/lib/python3/dist-packages/pygments/__main__.py,,
image,file,/usr/lib/python3/dist-packages/pygments/cmdline.py,,
image,file,/usr/lib/python3/dist-packages/pygments/console.py,,
image,file,/usr/lib/python3/dist-packages/pygments/filter.py,,
image,file,/usr/lib/python3/dist-packages/pygments/filters/__init__.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatter.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/__init__.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/_mapping.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/bbcode.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/groff.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/html.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/img.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/irc.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/latex.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/other.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/pangomarkup.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/rtf.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/svg.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/terminal.py,,
image,file,/usr/lib/python3/dist-packages/pygments/formatters/terminal256.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexer.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/__init__.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_ada_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_asy_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_cl_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_cocoa_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_csound_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_css_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_julia_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_lasso_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_lilypond_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_lua_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_luau_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_mapping.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_mql_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_mysql_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_openedge_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_php_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_postgres_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_qlik_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_scheme_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_scilab_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_sourcemod_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_stan_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_stata_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_tsql_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_usd_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_vbscript_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/_vim_builtins.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/actionscript.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ada.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/agile.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/algebra.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ambient.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/amdgpu.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ampl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/apdlexer.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/apl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/archetype.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/arrow.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/arturo.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/asc.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/asm.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/asn1.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/automation.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/bare.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/basic.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/bdd.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/berry.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/bibtex.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/blueprint.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/boa.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/bqn.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/business.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/c_cpp.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/c_like.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/capnproto.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/carbon.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/cddl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/chapel.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/clean.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/comal.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/compiled.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/configs.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/console.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/cplint.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/crystal.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/csound.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/css.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/d.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/dalvik.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/data.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/dax.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/devicetree.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/diff.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/dns.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/dotnet.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/dsls.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/dylan.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ecl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/eiffel.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/elm.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/elpi.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/email.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/erlang.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/esoteric.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ezhil.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/factor.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/fantom.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/felix.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/fift.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/floscript.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/forth.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/fortran.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/foxpro.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/freefem.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/func.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/functional.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/futhark.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/gcodelexer.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/gdscript.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/go.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/grammar_notation.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/graph.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/graphics.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/graphql.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/graphviz.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/gsql.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/haskell.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/haxe.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/hdl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/hexdump.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/html.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/idl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/igor.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/inferno.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/installers.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/int_fiction.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/iolang.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/j.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/javascript.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/jmespath.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/jslt.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/jsonnet.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/jsx.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/julia.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/jvm.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/kuin.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/kusto.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ldap.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/lean.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/lilypond.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/lisp.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/macaulay2.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/make.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/markup.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/math.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/matlab.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/maxima.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/meson.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/mime.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/minecraft.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/mips.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ml.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/modeling.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/modula2.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/mojo.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/monte.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/mosel.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ncl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/nimrod.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/nit.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/nix.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/oberon.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/objective.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ooc.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/openscad.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/other.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/parasail.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/parsers.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/pascal.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/pawn.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/perl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/phix.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/php.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/pointless.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/pony.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/praat.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/procfile.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/prolog.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/promql.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/prql.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ptx.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/python.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/q.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/qlik.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/qvt.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/r.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/rdf.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/rebol.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/resource.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ride.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/rita.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/rnc.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/roboconf.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/robotframework.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ruby.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/rust.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/sas.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/savi.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/scdoc.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/scripting.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/sgf.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/shell.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/sieve.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/slash.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/smalltalk.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/smithy.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/smv.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/snobol.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/solidity.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/soong.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/sophia.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/special.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/spice.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/sql.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/srcinfo.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/stata.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/supercollider.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/tact.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/tal.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/tcl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/teal.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/templates.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/teraterm.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/testing.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/text.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/textedit.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/textfmts.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/theorem.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/thingsdb.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/tlb.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/tls.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/tnt.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/trafficscript.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/typoscript.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/typst.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/ul4.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/unicon.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/urbi.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/usd.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/varnish.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/verification.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/verifpal.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/vip.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/vyper.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/web.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/webassembly.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/webidl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/webmisc.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/wgsl.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/whiley.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/wowtoc.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/wren.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/x10.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/xorg.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/yang.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/yara.py,,
image,file,/usr/lib/python3/dist-packages/pygments/lexers/zig.py,,
image,file,/usr/lib/python3/dist-packages/pygments/modeline.py,,
image,file,/usr/lib/python3/dist-packages/pygments/plugin.py,,
image,file,/usr/lib/python3/dist-packages/pygments/regexopt.py,,
image,file,/usr/lib/python3/dist-packages/pygments/scanner.py,,
image,file,/usr/lib/python3/dist-packages/pygments/sphinxext.py,,
image,file,/usr/lib/python3/dist-packages/pygments/style.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/__init__.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/_mapping.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/abap.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/algol.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/algol_nu.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/arduino.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/autumn.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/borland.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/bw.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/coffee.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/colorful.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/default.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/dracula.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/emacs.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/friendly.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/friendly_grayscale.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/fruity.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/gh_dark.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/gruvbox.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/igor.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/inkpot.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/lightbulb.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/lilypond.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/lovelace.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/manni.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/material.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/monokai.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/murphy.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/native.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/nord.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/onedark.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/paraiso_dark.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/paraiso_light.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/pastie.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/perldoc.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/rainbow_dash.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/rrt.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/sas.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/solarized.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/staroffice.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/stata_dark.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/stata_light.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/tango.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/trac.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/vim.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/vs.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/xcode.py,,
image,file,/usr/lib/python3/dist-packages/pygments/styles/zenburn.py,,
image,file,/usr/lib/python3/dist-packages/pygments/token.py,,
image,file,/usr/lib/python3/dist-packages/pygments/unistring.py,,
image,file,/usr/lib/python3/dist-packages/pygments/util.py,,
image,file,/usr/lib/python3/dist-packages/pylab.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing-3.1.2.dist-info/INSTALLER,,
image,file,/usr/lib/python3/dist-packages/pyparsing-3.1.2.dist-info/METADATA,,
image,file,/usr/lib/python3/dist-packages/pyparsing-3.1.2.dist-info/WHEEL,,
image,file,/usr/lib/python3/dist-packages/pyparsing/__init__.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/actions.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/common.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/core.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/diagram/__init__.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/exceptions.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/helpers.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/py.typed,,
image,file,/usr/lib/python3/dist-packages/pyparsing/results.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/testing.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/unicode.py,,
image,file,/usr/lib/python3/dist-packages/pyparsing/util.py,,
image,file,/usr/lib/python3/dist-packages/pyproj-3.7.1.dist-info/INSTALLER,,
image,file,/usr/lib/python3/dist-packages/pyproj-3.7.1.dist-info/METADATA,,
image,file,/usr/lib/python3/dist-packages/pyproj-3.7.1.dist-info/WHEEL,,
image,file,/usr/lib/python3/dist-packages/pyproj-3.7.1.dist-info/entry_points.txt,,
image,file,/usr/lib/python3/dist-packages/pyproj-3.7.1.dist-info/top_level.txt,,
image,file,/usr/lib/python3/dist-packages/pyproj/__init__.py,,
image,file,/usr/lib/python3/dist-packages/pyproj/__main__.py,,
image,file,/usr/lib/python3/dist-packages/pyproj/_compat.cpython-313-x86_64-linux-gnu.so,,
image,file,/usr/lib/python3/dist-packages/pyproj/_compat.pxd,,
image,file,/usr/lib/python3/dist-packages/pyproj/_compat.pyi,,
image,file,/usr/lib/python3/dist-packages/pyproj/_compat.pyx,,
image,file,/usr/lib/python3/dist-packages/pyproj/_context.cpython-313-x86_64-linux-gnu.so,,
image,file,/usr/lib/python3/dist-packages/pyproj/_context.pxd,,
image,file,/usr/lib/python3/dist-packages/pyproj/_context.pyi,,
image,file,/usr/lib/python3/dist-packages/pyproj/_context.pyx,,
image,file,/usr/lib/python3/dist-packages/pyproj/_crs.cpython-313-x86_64-linux-gnu.so,,
image,file,/usr/lib/python3/dist-packages/pyproj/_crs.pxd,,
image,file,/usr/lib/python3/dist-packages/pyproj/_crs.pyi,,
